ترقيم,رمز العرض,التخصص,الشهادة,المستوى المطلوب,نمط التكوين,التعريف بالنمط,المؤسسة,الداخلية,تاريخ البداية,تاريخ النهاية
431,206729,THC04Q - خياطة و تجميع الملابس | Piquage et montage de vêtements,ش.تأهيل.م | CQP,طور محو الأمية منتهي مستوى تعليمي محدود | NIVEAU SCOLAIRE REDUIT CYCLE D’ALPHABETISATION ACH,تكوين المرأ ة الماكثة في البيت | Femme au Foyer,يهدف هذا التكوين إلى منح النساء الماكثات في البيت تكوينًا يمكنهن من اكتساب مؤهلات وكفاءات في مختلف التخصصات، مما يسمح لهن بالمساهمة في تطوير البلاد من جهة وتلبية احتياجاتهن من جهة أخرى.,1914 | مركز التكوين المهني و التمهين للبنات بسطيف  | سطيف_سطيف,undefined,2025-02-23,2025-05-22
432,212203,THC04Q - خياطة و تجميع الملابس | Piquage et montage de vêtements,ش.تأهيل.م | CQP,طور محو الأمية منتهي مستوى تعليمي محدود | NIVEAU SCOLAIRE REDUIT CYCLE D’ALPHABETISATION ACH,تكوين المستفيدين من منحة البطالة | FORMATION BENEFICIAIRE ALLOCATION CHOMAGE,تكوين المستفيدين من منحة البطالة,1914 | مركز التكوين المهني و التمهين للبنات بسطيف  | سطيف_سطيف,undefined,2025-02-23,2025-05-22
433,212222,THC06Q - إنجاز النماذج في صناعة الألبسة | Réalisation de prototypes,ش.تأهيل.م | CQP,طور محو الأمية منتهي مستوى تعليمي محدود | NIVEAU SCOLAIRE REDUIT CYCLE D’ALPHABETISATION ACH,تكوين المستفيدين من منحة البطالة | FORMATION BENEFICIAIRE ALLOCATION CHOMAGE,تكوين المستفيدين من منحة البطالة,1914 | مركز التكوين المهني و التمهين للبنات بسطيف  | سطيف_سطيف,undefined,2025-02-23,2025-05-22
434,212169,ART11Q - إنجاز أعمال الطرز اليدوي | Réalisation des ouvrages de broderie à la main,ش.تأهيل.م | CQP,طور محو الأمية منتهي مستوى تعليمي محدود | NIVEAU SCOLAIRE REDUIT CYCLE D’ALPHABETISATION ACH,تكوين المستفيدين من منحة البطالة | FORMATION BENEFICIAIRE ALLOCATION CHOMAGE,تكوين المستفيدين من منحة البطالة,1919 | مركز التكوين المهني و التمهين عين أرنات | عين أرنات_سطيف,undefined,2025-02-23,2025-08-22
435,212540,AGR04Q - العناية بالحدائق والمنتزهات | Entretien des parcs et jardins,ش.تأهيل.م | CQP,طور محو الأمية منتهي مستوى تعليمي محدود | NIVEAU SCOLAIRE REDUIT CYCLE D’ALPHABETISATION ACH,تكوين المستفيدين من منحة البطالة | FORMATION BENEFICIAIRE ALLOCATION CHOMAGE,تكوين المستفيدين من منحة البطالة,1923 | مركز التكوين المهني و التمهين قجال   | قجال_سطيف,undefined,2025-02-23,2025-05-22
436,212547,BTP02Q - مساعد بناء | Aide maçon,ش.تأهيل.م | CQP,طور محو الأمية منتهي مستوى تعليمي محدود | NIVEAU SCOLAIRE REDUIT CYCLE D’ALPHABETISATION ACH,تكوين المستفيدين من منحة البطالة | FORMATION BENEFICIAIRE ALLOCATION CHOMAGE,تكوين المستفيدين من منحة البطالة,1923 | مركز التكوين المهني و التمهين قجال   | قجال_سطيف,undefined,2025-02-23,2025-05-22
437,206072,HRT08Q - (les entremets) صنع الحلويات | Réalisation des entremets,ش.تأهيل.م | CQP,طور محو الأمية منتهي مستوى تعليمي محدود | NIVEAU SCOLAIRE REDUIT CYCLE D’ALPHABETISATION ACH,تكوين المرأ ة الماكثة في البيت | Femme au Foyer,يهدف هذا التكوين إلى منح النساء الماكثات في البيت تكوينًا يمكنهن من اكتساب مؤهلات وكفاءات في مختلف التخصصات، مما يسمح لهن بالمساهمة في تطوير البلاد من جهة وتلبية احتياجاتهن من جهة أخرى.,1907 | مركز التكوين المهني و التمهين عين الحجر  | عين الحجر_سطيف,undefined,2025-02-23,2025-05-22
438,206081,THC04Q - خياطة و تجميع الملابس | Piquage et montage de vêtements,ش.تأهيل.م | CQP,طور محو الأمية منتهي مستوى تعليمي محدود | NIVEAU SCOLAIRE REDUIT CYCLE D’ALPHABETISATION ACH,تكوين المرأ ة الماكثة في البيت | Femme au Foyer,يهدف هذا التكوين إلى منح النساء الماكثات في البيت تكوينًا يمكنهن من اكتساب مؤهلات وكفاءات في مختلف التخصصات، مما يسمح لهن بالمساهمة في تطوير البلاد من جهة وتلبية احتياجاتهن من جهة أخرى.,1907 | مركز التكوين المهني و التمهين عين الحجر  | عين الحجر_سطيف,undefined,2025-02-23,2025-05-22
439,212154,BTP02Q - مساعد بناء | Aide maçon,ش.تأهيل.م | CQP,طور محو الأمية منتهي مستوى تعليمي محدود | NIVEAU SCOLAIRE REDUIT CYCLE D’ALPHABETISATION ACH,تكوين المستفيدين من منحة البطالة | FORMATION BENEFICIAIRE ALLOCATION CHOMAGE,تكوين المستفيدين من منحة البطالة,1907 | مركز التكوين المهني و التمهين عين الحجر  | عين الحجر_سطيف,undefined,2025-02-23,2025-05-22
440,212191,THC04Q - خياطة و تجميع الملابس | Piquage et montage de vêtements,ش.تأهيل.م | CQP,طور محو الأمية منتهي مستوى تعليمي محدود | NIVEAU SCOLAIRE REDUIT CYCLE D’ALPHABETISATION ACH,تكوين المستفيدين من منحة البطالة | FORMATION BENEFICIAIRE ALLOCATION CHOMAGE,تكوين المستفيدين من منحة البطالة,1907 | مركز التكوين المهني و التمهين عين الحجر  | عين الحجر_سطيف,undefined,2025-02-23,2025-05-22
441,208853,AGR14Q - مربي المواشي | Eleveur de bétail,ش.تأهيل.م | CQP,طور محو الأمية منتهي مستوى تعليمي محدود | NIVEAU SCOLAIRE REDUIT CYCLE D’ALPHABETISATION ACH,في المؤسسات العقابية | EN MILIEU CARCERAL,التكوين في المؤسسات العقابية,1904 | مركز التكوين المهني و التمهين عين ولمان  | عين ولمان_سطيف,undefined,2025-02-23,2025-08-22
442,208887,THC04Q - خياطة و تجميع الملابس | Piquage et montage de vêtements,ش.تأهيل.م | CQP,طور محو الأمية منتهي مستوى تعليمي محدود | NIVEAU SCOLAIRE REDUIT CYCLE D’ALPHABETISATION ACH,في المؤسسات العقابية | EN MILIEU CARCERAL,التكوين في المؤسسات العقابية,1904 | مركز التكوين المهني و التمهين عين ولمان  | عين ولمان_سطيف,undefined,2025-02-23,2025-05-22
443,212816,AGR03Q - إنتاج النباتات | Production de plantes,ش.تأهيل.م | CQP,طور محو الأمية منتهي مستوى تعليمي محدود | NIVEAU SCOLAIRE REDUIT CYCLE D’ALPHABETISATION ACH,تكوين المستفيدين من منحة البطالة | FORMATION BENEFICIAIRE ALLOCATION CHOMAGE,تكوين المستفيدين من منحة البطالة,1904 | مركز التكوين المهني و التمهين عين ولمان  | عين ولمان_سطيف,undefined,2025-02-23,2025-05-22
444,212818,THC04Q - خياطة و تجميع الملابس | Piquage et montage de vêtements,ش.تأهيل.م | CQP,طور محو الأمية منتهي مستوى تعليمي محدود | NIVEAU SCOLAIRE REDUIT CYCLE D’ALPHABETISATION ACH,تكوين المستفيدين من منحة البطالة | FORMATION BENEFICIAIRE ALLOCATION CHOMAGE,تكوين المستفيدين من منحة البطالة,1904 | مركز التكوين المهني و التمهين عين ولمان  | عين ولمان_سطيف,undefined,2025-02-23,2025-05-22
445,212084,THC04Q - خياطة و تجميع الملابس | Piquage et montage de vêtements,ش.تأهيل.م | CQP,طور محو الأمية منتهي مستوى تعليمي محدود | NIVEAU SCOLAIRE REDUIT CYCLE D’ALPHABETISATION ACH,تكوين المستفيدين من منحة البطالة | FORMATION BENEFICIAIRE ALLOCATION CHOMAGE,تكوين المستفيدين من منحة البطالة,1911 | مركز التكوين المهني و التمهين صالح باي  | صالح باي_سطيف,undefined,2025-02-23,2025-05-22
446,206697,AGR14Q - مربي المواشي | Eleveur de bétail,ش.تأهيل.م | CQP,طور محو الأمية منتهي مستوى تعليمي محدود | NIVEAU SCOLAIRE REDUIT CYCLE D’ALPHABETISATION ACH,في المؤسسات العقابية | EN MILIEU CARCERAL,التكوين في المؤسسات العقابية,1930 | مركز التكوين المهني و التمهين عين ازال  | عين أزال_سطيف,undefined,2025-02-23,2025-08-22
447,212335,THC04Q - خياطة و تجميع الملابس | Piquage et montage de vêtements,ش.تأهيل.م | CQP,طور محو الأمية منتهي مستوى تعليمي محدود | NIVEAU SCOLAIRE REDUIT CYCLE D’ALPHABETISATION ACH,تكوين المستفيدين من منحة البطالة | FORMATION BENEFICIAIRE ALLOCATION CHOMAGE,تكوين المستفيدين من منحة البطالة,1930 | مركز التكوين المهني و التمهين عين ازال  | عين أزال_سطيف,undefined,2025-02-23,2025-05-22
448,212339,THC06Q - إنجاز النماذج في صناعة الألبسة | Réalisation de prototypes,ش.تأهيل.م | CQP,طور محو الأمية منتهي مستوى تعليمي محدود | NIVEAU SCOLAIRE REDUIT CYCLE D’ALPHABETISATION ACH,تكوين المستفيدين من منحة البطالة | FORMATION BENEFICIAIRE ALLOCATION CHOMAGE,تكوين المستفيدين من منحة البطالة,1930 | مركز التكوين المهني و التمهين عين ازال  | عين أزال_سطيف,undefined,2025-02-23,2025-05-22
